ReplicateName	2'-Deoxyguanosine-5'-Diphosphate [[M+H]]/Adenosine 5'-diphosphate (ADP) [[M+H]]	2'-Deoxyguanosine-5'-Monophosphate [[M+H]]	2'-Deoxyinosine [[M+H]]	3-Methylhistidine [[M+Na]]	5'-Deoxy-5'-Methylthioadenosine [[M+H]]	ATP [[M+H]]	Acetyl coenzyme A (Acetyl-CoA) [[M+H]]	Ademetionine [[M+H]]	Adenine [[M+H]]	Adenosine phosphate [[M+H]]	Adenosine-3'-5'-Diphosphate [[M+H]]	Alpha-D-Glucose [[M+Na]]	Aminoadipate [[M+Na]]	Asparagine [[M+NH4]]	Biotin [[M+H]]	Choline [[M+H]]	Cytidine [[M+H]]	D-(+)-Melibiose [[M+Na]]/Isomaltose [[M+Na]]/Maltose [[M+Na]]	D-(+)-Turanose [[M+Na]]/Palatinose [[M+Na]]	D-Fructose [[M+Na]]/D-Mannose [[M+Na]]	D-Galactose [[M+Na]]	D-Glucose [[M+Na]]	Deoxyadenosine [[M+H]]	Galactose [[M+Na]]	Glucosamine [[M+H]]	Glutamic Acid [[M-H2O+H]]	Glutathione [[M+H]]	Guanosine-5'-Diphosphate [[M+H]]	Histidine [[M+H]]	Imidazoleacetic acid [[M+H]]	Indole-3-Ethanol [[M+H]]	Inositol [[M+Na]]	L-2-Amino-4-[2-Aminophenyl]-4-Oxobutanoic Acid [[M+H]]	L-Arginine [[M+H]]	L-Citrulline [[M+H]]	L-Glutamine [[M+H]]	L-Threonine [[M+Na]]	L-Tryptophan [[M+NH4]]	L-Tyrosine [[M+Na]]	Methionine [[M+H]]	N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]]	N2-Acetyl-L-ornithine [[M+H]]	Niacin [[M+H]]	Nicotinamide [[M+H]]	Nicotinamide ribotide [[M+H]]	O-acetyl-L-serine [[M+H]]	Phenylethyl alcohol [[M+H]]	Pidolic Acid [[M+H]]	Proline [[M+NH4]]	Spermidine [[M+H]]	Sucrose [[M+Na]]	Thymine [[M+H]]	Trehalose [[M+Na]]	Xanthurenic acid [[M+H]]	gamma-Glutamylcysteine [[M+H]]	Experimental group
Inj00008-Positive-A12.d.DeMP	1430.0849250084525	3586.9343201031675	3166.2444924367464	847.8918817673065	48.19047561503893	715.0424625042263	394.640921928562	177.13255901744037	5907.891821346394	17536.123342726598	1314.1672944749803	2515.0218489902745	70.33204549221897	2457.714256366985	2937.0141219435886	199.27412889462042	16686.9290156724	2737.7399930489682	2710.388642024216	1755.6962467316885	2314.4452748087615	2541.0707547281336	18.234234016501215	2320.957501243226	2461.6215922276638	19209.76553638403	16589.245619155427	72.93693606600486	62.517373770861305	554.8416922163941	5748.993496345454	2780.720687516435	18.234234016501215	2533.256083006776	7431.7528070111375	221.41569877180046	876.5456780789513	27.35135102475182	242.25482336208756	3151.9175942809243	130.24452868929438	13.024452868929439	1437.8995967298101	1268.5817094337274	32.561132172323596	293.05018955091236	889.5701309478807	18804.705052160323	5.8610037910182475		2149.0347233733573	527.4903411916423	2556.700098170849	15.629343442715326	27.35135102475182	Low glutamine supplementation with acetic acid treatment.
Inj00009-Positive-A1.d.DeMP	1558.7208116199135	2923.473112318439	2044.2759729460029	37.39915733451602	6.3388402261891565	3.8033041357134936	79.23550282736446		8013.561813948331	19598.426211331633	1429.4084710056547	2991.9325867612815	493.7956536201353	2173.5883135602617	24.087592859518793	573.0311564474997	4240.6841113205455	5861.525557157112	5958.509812617807	2611.9191152012418	2990.030934693425	2987.4953986029495	330.25357578445505	3047.0804967291274	1793.2578999889122	8093.431200798314	23452.44106885464	154.66770151901542	5.704956203570241	547.0419115201241	2465.808847987582	2737.111209668478	43.10411353808626	129.9462246368777	1660.14225523894	22.819824814280963	144.52555715711276	448.15600399157336	249.75030491185277	2067.729681782903	44.3718815833241	10.14214436190265	460.83368444395165	450.691540082049	154.66770151901542	310.60317108326865	269.4007096130391	8116.884909635214	10.14214436190265	22.18594079166205	5717.0	557.8179399046458	5934.422219758288		683.3269763831911	No glutamine supplementation with acetic acid treatment.
Inj00010-Positive-G3.d.DeMP	1882.0099089020296	250.47626658142877	1292.6539875339618	1244.5232539555698	2.9467796068403387	37.32587501997762			6166.6274572478815	5184.367588301102	1606.9771455969312	7220.592296627777	648.2915135048745	3155.018699057056	4.911299344733898	23.57423685472271	3789.5585743966753	6145.999999999999	6129.301582227904	4039.0525811091575	5093.999680357999	6916.091737254274	99.20824676362473	5114.627137605881	641.415694422247	34216.04027489212	9137.96356081189		115.90666453571998	775.0030365990091	3750.268179638804	6032.057855202173	1.4733898034201693	504.8815726386447	1850.5775930957327	24.55649672366949	216.09717116829148	655.167332587502	766.162697778488	2847.571360076714		4.911299344733898	243.60044749880132	998.9582867188748	50.095253316285756	296.6424804219274	385.04586862713757	32050.15726386447	342.80869426242606		5743.27345373182	636.5043950775131	5938.743167652229	260.29886527089656		Low glutamine supplementation with acetic acid treatment.
Inj00011-Positive-A11.d.DeMP	555.471915056638	373.34997569380585	3469.4229448619517	221.0298082267099	2.483480991311347	210.26805726436072	50.49744682333072		4005.8548389852026	4120.094964585524	555.471915056638	10973.674673607738		2468.5801053634787	30.629598892839944	4.5530484840708025	113.41229860321818	9498.486964768797	9688.059347105564	11818.058210653597	13346.226847307178	10576.317714997922	564.5780120247796	13462.950453898811	381.62824566484363	133.28014653370894	8477.776277339835	60.43137078857611	92.71662367562362	533.1205861348358	4194.599394324865	8866.854965978613	2.483480991311347	792.2304362283197	1814.5967776514908	3.311307988415129	365.071705722768	468.55008036074076	493.38489027385424	1841.9150685559157	47.18613883491559	4.139134985518911	295.5342379660503	824.5156891153672	211.92371125856826	4.966961982622694	363.41605172856043	1061.2742102870488	3.7252214869670204		9097.818698170568	536.4318941232509	9610.243609377809			Leucine supplementation with acetic acid treatment.
Inj00012-Positive-A5.d.DeMP	835.3590604026846	2645.020134228188	1971.288590604027	20.983221476510067		6.805369127516779	14.744966442953022	169.0	5293.442953020134	22203.08389261745	825.7181208053692	748.5906040268457	1068.4429530201344	1602.6644295302015	1241.4127516778524	488.2852348993289	12507.13422818792	1148.9731543624162	1148.9731543624162	362.1023489932886	568.8154362416108	742.3523489932886	177.506711409396	592.6342281879195	2807.781879194631	3220.0738255033557	39586.265100671146	298.8691275167785	507.0	269.3791946308725	2659.1979865771814	714.5637583892618	41.399328859060404	16350.46644295302	1976.9597315436242	82.23154362416108	560.8758389261745	171.83557046979865	221.17449664429532	990.748322147651	653.8825503355705	294.3322147651007	934.036912751678	623.8255033557048	302.83892617449663	68.0536912751678	213.2348993288591	3370.359060402685	278.4530201342282	95.84228187919463	1122.8859060402685	269.3791946308725	1148.9731543624162		251.23154362416108	Leucine supplementation without acetic acid treatment.
Inj00013-Positive-H12.d.DeMP	4495.696821515892	3377.21271393643	1211.6185819070904	303.7750611246944	68.76283618581907	289.8484107579462	9.574572127139364	950.4938875305623	5723.853300733496	22609.916870415647	4119.677261613692	455.2273838630807	1242.083129584352	2931.559902200489	500.48899755501225	1391.794621026895	7677.0660146699265	993.1442542787287	1021.8679706601467	158.41564792176038	356.0	440.43031784841077	154.93398533007334	356.0	2922.8557457212714	20313.760391198044	14712.635696821517	759.0024449877751	497.0073349633252	619.7359413202934	3439.882640586797	440.43031784841077	60.92909535452323	6679.569682151589	4437.378973105135	1748.6650366748167	150.58190709046454	686.757946210269	94.00488997555013	1319.5501222493888	1953.2127139364304	219.34474327628362	419.5403422982885	1390.0537897310514		18.278728606356967	371.6674816625917	21091.911980440098	3.9168704156479217	1711.237163814181	973.9951100244499	619.7359413202934	1021.8679706601467	66.15158924205379	387.33496332518337	High glutamine supplementation without acetic acid treatment.
Inj00021-Positive-E3.d.DeMP	4822.021871202916	3793.341433778858	2168.0	669.1032806804375	50.05103280680437	540.0243013365736		1130.0996354799515	6608.053462940462	30490.298906439853	3802.561360874848	71.12515188335358	1734.663426488457	4254.337788578372	957.5552855407047	2373.472660996355	10238.070473876063	1209.127582017011	1209.127582017011			71.12515188335358	222.59538274605103		4966.906439854192	35447.985419198056	21238.76063183475	1091.902794653706	725.7399756986634	466.26488456865127	5655.766707168895	71.12515188335358	79.02794653705953	7572.1944106925885	7195.494532199271	1302.643985419198	928.5783718104495	393.82260024301337	42.14823815309842	3687.970838396112	2000.7241798298908	6.585662211421628	173.86148238153098	1397.4775212636696	27.65978128797084	23.70838396111786	165.95868772782504	36783.55771567436	23.70838396111786	354.3086269744836	782.3766707168894	508.4131227217497	1134.0510328068044	541.3414337788579	52.68529769137302	High glutamine supplementation without acetic acid treatment.
Inj00023-Positive-G9.d.DeMP	701.7476473977339	1871.99539082005	341.5171884002305	566.7447666602651	2.0049932782792395	82.20472440944883	190.47436143652777	16.039946226233916	4570.716343383907	12894.78010370655	649.6178221624737	4600.122911465335	60.81812944113693	2034.3998463606686	8.019973113116958	3.675821010178606	1571.2463990781641	7163.840983291723	7267.432302669484	6207.4591895525255	6891.830228538506	4451.085077779912	116.2896101401959	7116.3894757057815	505.9266372191281	1114.7762627232573	14812.222008834262	10.693297484155945	734.4958709429615	205.17764547724218	2000.983291722681	4216.500864221241	8.688304205876705	5834.5304397925875	1223.714230843096	135.00288073746881	507.2632994046476	635.582869214519	317.4572690608796	1247.7741501824469	1.6708277318993663	7.351642020357212	258.6441328980219	872.840407144229		57.4764739773382	262.6541194545804	1029.8982139427694	241.2675244862685	414.36527751104285	7056.908008450164	114.9529479546764	7267.432302669484	8.019973113116958	171.76109083925485	Leucine supplementation with acetic acid treatment.
Inj00024-Positive-E5.d.DeMP	1654.3082754264055	1628.3006948831332	952.1036007580543	528.0669614655717	3.3922931143398607	401.4213518635502	225.02210991787743	382.19835754895763	8531.61718256475	14496.399241945672	1574.0240050536954	9835.388502842703	4.523057485786481	4052.659507264687	66.7150979153506	6.219204042956411	938.5344283006948	12096.917245735944	12255.224257738471	9498.420720151611	10555.6854074542	9308.452305748579	241.98357548957674	10690.246367656348	532.5900189513582	2814.472520530638	20887.47946936197	2.8269109286165506	1.6961465571699303	104.03032217308906	3845.7296272899557	6830.947567909033	12.438408085912823	4175.912823752369	1398.7555274794693	4.523057485786481	334.7062539481996	643.4049273531269	18.092229943145924	1790.0	62.192040429564116	5.653821857233101	318.8755527479469	253.29121920404293		6.784586228679721	560.8591282375237	2377.9974731522425	5.088439671509791	23.746051800379025	11102.975363234365	104.03032217308906	12164.76310802274		477.1825647504738	Leucine supplementation with acetic acid treatment.
Inj00025-Positive-E4.d.DeMP	1278.315701867949	3607.6204919548736	1101.741076382467	53.92398742371001		6.343998520436472		10.044664324024414	5123.83613833919	32372.367116700574	1104.9130756426855	4863.732199001295	587.877196227113	2901.321990012946	153.3132975772147	433.50656556315886	6234.035879415573	6442.330497503237	6483.566487886073	4067.031718143148	4975.809506195673	4812.980210837803	371.12391344553356	5051.93748844091	676.6931755132237	9340.480488255966	37961.429813205104		385.92657665988537	195.6066210467912	3041.947290549288	4950.433512113927	1.585999630109118	3022.9152949879785	3388.752542999815	307.68392824116887	604.7945256149436	529.7238764564454	209.35195117440355	1628.2929535786943	138.51063436286296	5.28666543369706	1251.8823746994638	1582.8276308488996	469.4558905122989	917.7651192898095	115.2493064545959	9683.056408359535	69.78398372480119		5717.0	174.45995931200295	6480.394488625856	12.687997040872943	101.50397632698355	No glutamine supplementation with acetic acid treatment.
